,audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
3620,5.3,Action,32,87,0.0,The Human Race,10294,2013
3621,5.8,Comedy,42,93,0.0,The English Teacher,10270,2013
3622,5.2,Comedy,44,85,0.0,Rapture-Palooza,9888,2013
3623,7.3,Drama,83,91,0.01,Le géant égoïste,9818,2013
3624,6.8,Action,68,110,0.02,Xi you: Xiang mo pian,9700,2013
3625,5.7,Comedy,38,89,0.0,Tout pour lui plaire,9636,2013
3626,8.6,Adventure,74,169,188.02,Interstellar,1121382,2014
3627,8.1,Action,76,121,333.18,Les Gardiens de la Galaxie,805628,2014
3628,8.1,Crime,79,149,167.77,Gone Girl,673839,2014
3629,8.0,Action,74,132,233.92,X-Men: Days of Future Past,572652,2014
3630,7.8,Action,70,136,259.77,Captain America: Le soldat de l'hiver,570900,2014
3631,8.1,Adventure,88,99,59.1,The Grand Budapest hotel,561816,2014
3632,8.0,Biography,73,114,91.13,Imitation Game,557766,2014
3633,8.5,Drama,88,107,13.09,Whiplash,517810,2014
3634,7.9,Action,71,113,100.21,Edge of Tomorrow,495099,2014
3635,7.7,Action,60,129,128.26,Kingsman: Services secrets,485811,2014
3636,7.8,Comedy,88,119,42.34,Birdman,463891,2014
3637,7.4,Adventure,59,144,255.12,Le Hobbit: La bataille des cinq armées,402707,2014
3638,6.7,Adventure,48,139,150.95,Divergente,374377,2014
3639,6.4,Action,61,89,126.66,Lucy,368944,2014
3640,7.3,Action,72,133,350.13,American Sniper,368418,2014
3641,7.3,Action,68,101,43.04,John Wick,365638,2014
3642,7.7,Drama,78,108,25.44,Ex Machina,364747,2014
3643,7.6,Action,79,130,208.55,La planète des singes: L'affrontement,362597,2014
3644,6.7,Action,53,142,202.85,The Amazing Spider-Man: Le destin d'un héros,356837,2014
3645,7.9,Crime,76,118,32.38,Night Call,355185,2014
3646,6.8,Action,57,113,102.43,Le labyrinthe,350140,2014
3647,7.6,Action,64,134,85.82,Fury,347226,2014
3648,6.7,Action,64,123,337.14,Hunger Games: La révolte - 1ère partie,346804,2014
3649,6.4,Action,62,123,200.68,Godzilla,326533,2014
3650,7.8,Animation,74,102,222.53,Les Nouveaux Héros,326295,2014
3651,7.7,Biography,72,123,35.89,Une merveilleuse histoire du temps,316436,2014
3652,7.9,Drama,100,165,25.38,Boyhood,296556,2014
3653,7.1,Action,71,112,191.72,22 Jump Street,293207,2014
3654,7.8,Drama,69,126,124.87,Nos étoiles contraires,284773,2014
3655,7.0,Action,56,97,241.41,Maléfique,279006,2014
3656,7.8,Animation,83,100,257.76,La grande aventure Lego,278112,2014
3657,6.6,Comedy,52,112,6.11,L'interview qui tue!,269631,2014
3658,5.7,Action,32,165,245.44,Transformers: L'âge de l'extinction,266702,2014
3659,7.2,Action,57,132,101.53,Equalizer,257989,2014
3660,7.8,Animation,76,102,177.0,Dragons 2,246832,2014
3661,6.3,Comedy,68,97,150.16,Nos pires voisins,246171,2014
3662,6.2,Action,48,102,106.58,300: La naissance d'un empire,245803,2014
3663,7.0,Action,56,106,92.17,Non-Stop,218871,2014
3664,5.8,Action,68,138,101.2,Noé,215806,2014
3665,7.5,Drama,69,97,0.07,Prédestination,201387,2014
3666,6.2,Action,52,117,58.61,RoboCop,195255,2014
3667,6.3,Drama,42,119,23.02,Transcendance,191884,2014
3668,5.8,Action,31,101,191.2,Ninja Turtles,183090,2014
3669,7.3,Adventure,68,114,30.64,#Chef,158905,2014
3670,6.3,Action,40,92,56.28,Dracula Untold,153977,2014
3671,6.9,Horror,83,100,14.67,It Follows,152895,2014
3672,7.4,Crime,48,141,47.12,Le juge,152054,2014
3673,6.0,Action,26,109,89.26,Taken 3,151292,2014
3674,6.1,Comedy,44,116,43.14,Albert à l'ouest,149560,2014
3675,6.5,Action,39,132,43.58,Need for Speed,146972,2014
3676,6.8,Drama,86,93,0.92,Mister Babadook,145963,2014
3677,6.1,Action,35,126,39.32,Expendables 3,143525,2014
3678,6.0,Action,52,150,65.01,Exodus: Gods and Kings,141836,2014
3679,6.3,Comedy,40,108,54.45,Comment tuer son boss 2,131469,2014
3680,6.5,Crime,46,102,13.76,Sin City: j'ai tué pour elle,128045,2014
3681,6.0,Action,47,98,72.69,Hercule,126583,2014
3682,8.1,Comedy,77,122,3.11,Les nouveaux sauvages,122793,2014
3683,7.1,Crime,69,106,10.72,Quand vient la nuit,121673,2014
3684,7.2,Biography,59,137,115.64,Invincible,119596,2014
3685,7.0,Biography,81,134,12.1,Foxcatcher,118288,2014
3686,6.5,Comedy,30,104,82.39,Cops: Les forces du désordre,115817,2014
3687,6.0,Comedy,39,109,83.91,Triple alliance,114504,2014
3688,6.0,Adventure,69,125,128.0,Into the Woods: Promenons-nous dans les bois,113817,2014
3689,6.5,Action,50,103,71.96,American Nightmare 2: Anarchy,111723,2014
3690,6.1,Drama,52,118,78.03,Monuments Men,111084,2014
3691,5.6,Adventure,36,109,86.21,Dumb & Dumber De,108598,2014
3692,6.2,Action,57,105,50.58,The Ryan Initiative,106420,2014
3693,7.5,Drama,72,101,18.75,Still Alice,104122,2014
3694,5.4,Horror,37,99,84.27,Annabelle,103443,2014
3695,7.1,Adventure,76,115,37.88,Wild,100545,2014
3696,6.5,Drama,47,97,45.09,The Giver,97639,2014
3697,7.6,Comedy,76,86,3.33,Vampires en toute intimité,97550,2014
3698,6.5,Comedy,31,117,46.29,Famille recomposée,97478,2014
3699,6.8,Drama,46,107,50.47,Si je reste,97195,2014
3700,6.5,Crime,57,114,26.31,Balade entre les tombes,96824,2014
3701,8.0,Action,71,150,2.63,The Raid 2,95190,2014
3702,5.5,Action,39,105,23.22,Pompéi,93830,2014
3703,5.1,Comedy,36,94,38.54,Sex Tape,93175,2014
3704,7.3,Drama,57,106,0.33,I Origins,92768,2014
3705,7.2,Comedy,44,102,0.01,"Love, Rosie",87466,2014
3706,6.2,Action,41,99,134.94,Mise à l'épreuve,86331,2014
3707,6.2,Comedy,36,94,26.05,Célibataires... ou presque,84941,2014
3708,7.3,Comedy,64,102,44.13,St. Vincent,83646,2014
3709,6.2,Adventure,47,98,113.75,La nuit au musée: Le secret des pharaons,79930,2014
3710,6.2,Action,40,117,30.7,3 Days to Kill,75939,2014
3711,6.7,Mystery,76,100,0.32,The Guest,74999,2014
3712,6.7,Comedy,81,148,8.11,Inherent Vice,73490,2014
3713,5.1,Action,30,92,19.08,"I, Frankenstein",71413,2014
3714,7.5,Biography,89,128,52.08,Selma,70712,2014
3715,7.0,Biography,62,106,14.48,Big Eyes,68424,2014
3716,6.7,Animation,53,92,83.35,Les Pingouins de Madagascar,67108,2014
3717,6.3,Animation,49,101,131.54,Rio 2,65390,2014
3718,7.0,Comedy,75,95,0.64,Frank,64007,2014
3719,6.8,Crime,73,122,17.24,Un homme très recherché,63307,2014
3720,7.3,Comedy,55,122,54.24,Les recettes du bonheur,62282,2014
3721,5.5,Action,30,102,17.22,Le septième fils,62213,2014
3722,7.1,Drama,50,111,4.19,La promesse d'une vie,61625,2014
3723,6.6,Comedy,44,103,34.29,C'est ici que l'on se quitte,60585,2014
3724,7.2,Animation,77,95,76.22,Paddington,59819,2014
3725,6.2,Horror,40,118,30.58,Délivre-nous du mal,59480,2014
3726,6.2,Horror,38,93,21.2,Catacombes,58400,2014
3727,5.8,Action,44,89,47.6,Black storm,57897,2014
3728,6.3,Drama,41,92,2.96,Avant d'aller dormir,57395,2014
3729,6.3,Action,38,108,24.98,The November Man,55473,2014
3730,6.0,Crime,55,111,33.63,The Gambler,54778,2014
3731,6.6,Comedy,54,97,10.51,Magic in the Moonlight,54153,2014
3732,5.6,Drama,59,83,32.48,Unfriended,54107,2014
3733,6.4,Comedy,45,86,0.02,Aventure d'un soir,54026,2014
3734,6.1,Sci,54,97,0.6,The Signal,54020,2014
3735,7.3,Animation,67,95,50.15,La légende de Manolo,53673,2014
3736,7.0,Crime,79,125,5.74,A Most Violent Year,53536,2014
3737,6.8,Animation,59,92,111.51,M. Peabody et Sherman: Les voyages dans le temps,53072,2014
3738,6.7,Drama,29,118,26.76,Une seconde chance,52363,2014
3739,5.7,Action,41,109,10.51,Sabotage,51876,2014
3740,4.2,Action,22,99,18.85,La légende d'Hercule,47962,2014
3741,7.4,Drama,77,102,3.59,Calvary,47918,2014
3742,6.1,Action,37,109,0.0,Automata,47343,2014
3743,6.8,Animation,61,96,50.84,Les Boxtrolls,47105,2014
3744,5.6,Action,31,104,7.79,Vampire Academy,45802,2014
3745,6.2,Drama,31,118,0.02,Un amour d'hiver,45617,2014
3746,6.0,Comedy,25,95,0.04,Blackout total,44982,2014
3747,8.1,Documentary,88,114,2.8,Citizenfour,44450,2014
3748,6.8,Crime,62,107,3.32,Veronica Mars,44396,2014
3749,6.8,Drama,54,110,28.83,Le Pari: Draft Day,44255,2014
3750,5.8,Comedy,23,99,0.0,The Cobbler,42919,2014
3751,6.4,Comedy,58,103,0.0,The Voices,42362,2014
3752,7.8,Biography,79,119,0.0,Pride,42027,2014
3753,7.2,Action,83,99,1.27,'71,41746,2014
3754,6.8,Drama,52,112,0.0,Hysteria,41336,2014
3755,6.3,Mystery,24,108,5.98,Vertiges,41308,2014
3756,4.9,Comedy,39,97,84.53,Tammy,40511,2014
3757,4.5,Horror,38,89,50.86,Ouija,39795,2014
3758,7.0,Biography,56,124,36.45,Million Dollar Arm,38832,2014
3759,7.0,Adventure,29,120,1.12,Hector et la recherche du bonheur,38187,2014
3760,7.4,Drama,89,95,1.44,"Deux jours, une nuit",37821,2014
3761,7.6,Crime,92,140,1.09,Leviathan,37814,2014
3762,6.4,Action,64,103,1.11,The Rover,37366,2014
3763,7.0,Biography,60,112,2.45,Secret d'état,37197,2014
3764,8.1,Drama,74,139,3.49,Mommy,36937,2014
3765,6.3,Comedy,77,97,7.57,While We're Young,36762,2014
3766,8.1,Animation,85,93,0.86,Le chant de la mer,36280,2014
3767,5.4,Comedy,55,102,1.82,Tusk,36085,2014
3768,6.9,Comedy,31,95,0.04,Before We Go,35705,2014
3769,6.4,Comedy,63,99,0.44,Girls Only,35317,2014
3770,5.7,Action,40,90,20.29,Brick Mansions,35212,2014
3771,4.8,Drama,16,113,60.76,Dieu n'est pas mort,35151,2014
3772,6.3,Drama,30,104,23.39,Un amour sans fin,35072,2014
3773,6.4,Comedy,55,96,0.0,The Inbetweeners 2,34920,2014
3774,5.0,Horror,42,84,32.46,Paranormal Activity: The Marked Ones,34695,2014
3775,6.8,Comedy,74,93,5.28,The Skeleton Twins,34547,2014
3776,6.9,Drama,54,117,0.01,The Guard,34020,2014
3777,6.5,Sci,50,104,0.0,Time Lapse,33733,2014
3778,6.2,Comedy,54,81,66.95,Alexandre et sa journée épouvantablement terrible et affreuse,33730,2014
3779,6.7,Comedy,43,106,3.59,Le rôle de ma vie,32564,2014
3780,6.2,Comedy,67,111,0.35,Maps to the Stars,32076,2014
3781,6.4,Drama,49,102,1.87,Cake,30806,2014
3782,8.2,Drama,88,196,0.0,Winter Sleep,30398,2014
3783,6.7,Horror,81,99,1.17,Goodnight Mommy,30334,2014
3784,7.0,Biography,65,115,2.44,Le prodige,30255,2014
3785,6.7,Drama,64,92,0.01,The Salvation,29626,2014
3786,6.8,Crime,73,109,0.41,Cold in July: Juillet de sang,29232,2014
3787,7.4,Biography,80,121,12.55,Love & Mercy,29232,2014
3788,6.4,Adventure,62,114,1.17,Black Sea,28925,2014
3789,3.1,Action,12,110,14.0,Le chaos,28823,2014
3790,5.3,Comedy,33,118,85.91,Annie,28570,2014
3791,6.0,Drama,45,112,14.9,Sexy Dance 5: All in Vegas,28289,2014
3792,6.8,Biography,54,134,47.03,Jersey Boys,27905,2014
3793,7.1,Drama,66,91,0.51,The One I Love,27753,2014
3794,6.8,Comedy,76,107,0.0,Housebound,27711,2014
3795,6.4,Comedy,34,96,0.01,Up & Down,27414,2014
3796,6.3,Horror,44,93,0.01,13 Sins,26753,2014
3797,6.4,Adventure,61,107,51.18,Opération Muppets,26707,2014
3798,6.7,Comedy,38,119,0.46,"Men, Women & Children",25810,2014
3799,6.2,Romance,66,96,0.51,Two Faces of January,25187,2014
3800,5.4,Action,53,90,0.02,Big Game,25136,2014
3801,6.6,Drama,68,122,2.43,The Homesman,25031,2014
3802,6.4,Comedy,81,102,25.28,Top Five,23600,2014
3803,6.4,Drama,51,91,0.03,White Bird,23579,2014
3804,7.0,Drama,81,101,0.0,A Girl Walks Home Alone at Night,23321,2014
3805,7.1,Drama,76,112,1.41,99 Homes,23126,2014
3806,7.4,Drama,65,110,2.72,The Good Lie,23090,2014
3807,7.2,Drama,65,111,0.14,Le monde de Nathan,23057,2014
3808,5.8,Biography,47,99,91.44,Et si le ciel existait?,22690,2014
3809,5.9,Crime,36,112,0.0,Captives,22679,2014
3810,4.9,Drama,42,98,26.5,La dame en noir 2: L'ange de la mort,22614,2014
3811,6.2,Comedy,79,108,4.4,Dear White People,22564,2014
3812,5.8,Animation,37,85,64.25,Opération Casse-noisette,22379,2014
3813,6.7,Drama,78,124,1.81,Sils Maria,22210,2014
3814,6.5,Action,49,108,0.0,Son of a Gun,21921,2014
3815,7.1,Comedy,46,96,0.02,If You Love Me...,21732,2014
3816,5.4,Drama,36,109,0.18,Serena,21151,2014
3817,5.7,Horror,65,87,0.01,Honeymoon,20868,2014
3818,6.8,Biography,94,150,3.96,Mr. Turner,20810,2014
3819,6.2,Horror,74,77,0.0,Creep,20592,2014
3820,7.6,Adventure,40,133,0.53,Highway,20578,2014
3821,5.0,Action,28,98,0.0,Tokarev,20199,2014
3822,6.1,Comedy,45,93,0.09,Broadway Therapy,20113,2014
3823,6.0,Comedy,29,94,0.0,Playing It Cool,19857,2014
3824,7.8,Animation,72,103,0.77,Souvenirs de Marnie,19778,2014
3825,7.3,Biography,76,129,1.82,Mémoires de jeunesse,19762,2014
3826,4.6,Action,24,89,2.76,Pyramide,19655,2014
3827,7.4,Drama,56,102,0.0,Le Second souffle,19628,2014
3828,6.6,Comedy,22,90,0.01,Barefoot,19480,2014
3829,6.8,Comedy,76,84,3.12,Obvious Child,19352,2014
3830,6.4,Drama,63,102,0.32,Good Kill,19152,2014
3831,5.4,Horror,37,90,0.0,Jessabelle,19000,2014
3832,6.1,Comedy,62,100,48.64,About Last Night,18772,2014
3833,6.9,Action,59,100,0.0,Dead Snow: Red vs. Dead,18649,2014
3834,5.5,Comedy,60,83,0.0,They Came Together,18606,2014
3835,5.7,Comedy,21,83,0.0,Deuxième chance à Brooklyn,18309,2014
3836,5.7,Comedy,49,88,0.06,Cooties,18069,2014
3837,6.0,Drama,54,107,0.0,The Riot Club,17783,2014
3838,6.7,Comedy,69,109,0.05,Spring,17769,2014
3839,6.9,Biography,71,139,30.51,Get on Up,17530,2014
3840,6.5,Crime,56,120,0.11,Paradise Lost,17250,2014
3841,7.2,Adventure,50,114,0.01,Favelas,17217,2014
3842,8.0,Drama,71,96,0.1,Au premier regard,16999,2014
3843,5.7,Horror,42,100,0.06,Clown,16939,2014
3844,5.8,Comedy,38,106,65.18,Think Like a Man Too,16916,2014
3845,5.8,Adventure,53,91,38.92,Echo,16876,2014
3846,5.1,Horror,41,98,8.5,Les âmes silencieuses,16816,2014
3847,5.7,Biography,37,138,59.7,Son of God,16637,2014
3848,5.9,Comedy,30,90,0.02,Kill Me Three Times,16484,2014
3849,4.7,Comedy,17,86,17.33,A Haunted House 2,16469,2014
3850,6.4,Fantasy,39,112,0.0,La belle et la bête,16190,2014
3851,6.2,Comedy,52,98,0.09,Salsa Fury,16064,2014
3852,5.7,Crime,19,91,0.0,Game of Fear,16015,2014
3853,7.2,Comedy,74,116,0.05,Refroidis,15901,2014
3854,5.6,Comedy,50,89,0.08,Life After Beth,15850,2014
3855,6.9,Drama,63,107,0.0,Suite française,15730,2014
3856,6.5,Drama,51,112,0.55,Les jardins du roi,15712,2014
3857,5.9,Comedy,69,87,0.61,Welcome to Me,15636,2014
3858,6.4,Comedy,24,95,0.01,Just Before I Go,15325,2014
3859,8.4,Documentary,83,110,1.34,Le sel de la terre,15207,2014
3860,7.5,Comedy,52,105,0.04,Rudderless,15146,2014
3861,4.1,Horror,34,89,15.82,The Baby,14858,2014
3862,6.9,Comedy,54,95,0.0,Ce week-end là...,14713,2014
3863,4.6,Action,19,93,0.0,The Prince,14641,2014
3864,6.8,Comedy,52,91,0.0,Comet,14600,2014
3865,5.7,Biography,21,103,0.0,Grace de Monaco,14578,2014
3866,5.3,Crime,28,108,0.05,L'Instinct de tuer,14488,2014
3867,6.2,Comedy,51,107,0.0,Les Mots pour lui dire,14474,2014
3868,5.1,Action,35,92,0.0,Everly,14443,2014
3869,5.6,Crime,26,84,52.54,Double trahison,14439,2014
3870,5.2,Action,23,94,0.0,Braquage à l'américaine,14412,2014
3871,6.0,Drama,49,98,0.0,Starry Eyes,13945,2014
3872,6.0,Animation,48,83,59.17,Planes 2,13943,2014
3873,5.8,Drama,42,95,0.04,Lost River,13924,2014
3874,6.7,Drama,41,115,30.13,When the Game Stands Tall,13763,2014
3875,7.1,Comedy,52,95,0.12,La Femme du Diplomate,13718,2014
3876,8.1,Documentary,72,105,0.05,The Internet's Own Boy: The Story of Aaron Swartz,13683,2014
3877,6.3,Action,54,98,0.0,Road of the Dead,13530,2014
3878,7.2,Drama,92,97,1.08,Timbuktu,13300,2014
3879,1.5,Comedy,18,79,2.78,Saving Christmas,13277,2014
3880,4.8,Comedy,44,77,0.01,Zombeavers,13189,2014
3881,5.5,Action,42,90,0.0,Dangerous People,13135,2014
3882,6.0,Drama,62,92,0.0,Backcountry,13109,2014
3883,7.8,Documentary,87,120,0.81,Life Itself,13023,2014
3884,7.3,Drama,89,98,0.0,Phoenix,12931,2014
3885,6.9,Drama,73,116,14.62,Beyond the Lights,12894,2014
3886,5.0,Horror,38,101,0.0,Extraterrestrial,12762,2014
3887,7.0,Comedy,64,90,1.43,Daddy Cool,12675,2014
3888,5.4,Horror,53,95,0.0,[REC] 4: Apocalypse,12584,2014
3889,4.2,Horror,38,81,0.0,V/H/S Viral,12571,2014
3890,7.1,Crime,61,119,0.0,Les enquêtes du Département V: Profanation,12564,2014
3891,6.6,Comedy,75,108,2.87,The Trip to Italy,12547,2014
3892,7.0,Comedy,81,101,0.22,Un pigeon perché sur une branche philosophait sur l'existence,12518,2014
3893,6.3,Comedy,40,91,0.07,Blonde sur ordonnance,12415,2014
3894,6.9,Drama,80,121,0.28,White God,12232,2014
3895,6.7,Comedy,53,118,0.15,Samba,12058,2014
3896,5.2,Crime,47,100,0.0,Open Windows,11773,2014
3897,5.5,Comedy,25,98,10.43,Moms' Night Out,11572,2014
3898,7.1,Comedy,31,100,0.0,The Road Within,11279,2014
3899,5.6,Horror,47,86,0.0,The Town That Dreaded Sundown,11261,2014
3900,8.1,Action,81,136,936.66,Star Wars: Episode VII - Le réveil de la Force,711233,2015
3901,8.1,Action,90,120,153.64,Mad Max: Fury Road,677878,2015
3902,8.0,Adventure,80,144,228.43,Seul sur Mars,593281,2015
3903,7.4,Action,66,141,459.01,Avengers: L'ère d'Ultron,550524,2015
3904,8.0,Adventure,76,156,183.64,The Revenant,535488,2015
3905,7.0,Action,59,124,652.27,Jurassic World,477077,2015
3906,8.2,Animation,94,95,356.46,Vice-versa,452016,2015
3907,7.3,Action,64,117,180.2,Ant-Man,400002,2015
3908,7.8,Crime,68,187,54.12,Les huit salopards,371939,2015
3909,6.8,Action,60,148,200.07,007 Spectre,323415,2015
3910,7.2,Action,67,137,353.01,Fast & Furious 7,313487,2015
3911,8.1,Crime,93,128,45.06,Spotlight,298054,2015
3912,7.4,Action,75,131,195.04,Mission: Impossible - Rogue Nation,269503,2015
3913,7.8,Biography,81,130,70.26,The Big Short: Le casse du siècle,268171,2015
3914,7.6,Action,82,121,46.89,Sicario,267356,2015
3915,4.1,Drama,46,125,166.17,Cinquante nuances de Grey,253429,2015
3916,8.2,Drama,86,118,14.68,Room,251708,2015
3917,7.6,Drama,81,142,72.31,Le pont des espions,233286,2015
3918,6.6,Action,65,137,281.72,Hunger Games: La révolte - 2ème partie,218672,2015
3919,7.3,Action,56,116,45.45,Agents très spéciaux: Code U.N.C.L.E.,216668,2015
3920,6.5,Action,38,126,89.76,Terminator Genisys,215861,2015
3921,6.8,Action,41,120,31.57,Chappie,198068,2015
3922,7.0,Action,75,119,110.83,Spy,196811,2015
3923,7.6,Drama,82,133,109.77,Creed: L'héritage de Rocky Balboa,186748,2015
3924,6.3,Action,42,119,130.18,Divergente 2: L'insurrection,181185,2015
3925,7.4,Drama,57,124,52.42,La rage au ventre,180267,2015
3926,6.6,Comedy,56,105,53.86,Diversion,174927,2015
3927,6.4,Animation,56,91,336.05,Les Minions,172670,2015
3928,6.3,Action,43,131,81.67,Le labyrinthe: La terre brûlée,170399,2015
3929,7.1,Comedy,51,121,75.76,Le Nouveau Stagiaire,170223,2015
3930,6.1,Action,43,114,155.19,San Andreas,170092,2015
3931,7.1,Action,64,121,43.48,Everest,164129,2015
3932,5.3,Action,40,127,47.39,Jupiter: Le destin de l'univers,155344,2015
3933,7.9,Biography,72,147,161.2,Straight Outta Compton,149987,2015
3934,6.5,Action,60,130,93.44,À la poursuite de demain,149490,2015
3935,6.3,Comedy,48,115,81.48,Ted 2,146240,2015
3936,6.9,Biography,68,123,62.58,Strictly Criminal,143111,2015
3937,7.1,Comedy,82,119,8.7,The Lobster,138646,2015
3938,4.3,Action,27,100,56.12,Les 4 Fantastiques,127798,2015
3939,7.2,Biography,82,122,17.75,Steve Jobs,124666,2015
3940,7.0,Drama,67,105,201.15,Cendrillon,123976,2015
3941,7.2,Drama,51,112,42.48,Adaline,121840,2015
3942,7.1,Biography,66,119,12.71,Danish Girl,121545,2015
3943,7.0,Biography,55,132,1.87,Legend,119040,2015
3944,6.8,Horror,83,92,25.14,The Witch,116514,2015
3945,6.4,Comedy,63,115,184.3,Pitch Perfect 2,114608,2015
3946,6.2,Comedy,75,125,110.21,Crazy Amy,112023,2015
3947,5.6,Action,27,105,78.75,Pixels,107928,2015
3948,7.1,Drama,77,108,43.77,The Gift,106011,2015
3949,6.5,Drama,66,119,31.06,Crimson Peak,105363,2015
3950,6.6,Drama,56,124,56.45,Joy,104849,2015
3951,7.5,Drama,87,117,38.32,Brooklyn,101611,2015
3952,6.0,Comedy,34,100,90.41,Get Hard,100387,2015
3953,7.8,Comedy,74,105,6.74,This is not a love story,99527,2015
3954,7.3,Adventure,70,123,10.14,The Walk: Rêver plus haut,99326,2015
3955,6.9,Action,47,122,25.02,Au coeur de l'océan,97026,2015
3956,6.2,Horror,55,94,65.21,The Visit,89492,2015
3957,6.6,Action,59,114,26.44,Night Run,86517,2015
3958,7.2,Drama,95,118,12.71,Carol,84640,2015
3959,6.6,Comedy,42,101,13.65,À vif!,83090,2015
3960,6.7,Animation,66,93,123.09,Le voyage d'Arlo,82381,2015
3961,6.7,Animation,55,94,177.4,En route!,80318,2015
3962,6.1,Adventure,34,99,58.88,Vive les vacances,78813,2015
3963,6.1,Comedy,42,96,150.36,Very Bad Dads,78286,2015
3964,6.3,Drama,56,109,32.0,La face cachée de Margo,78252,2015
3965,6.0,Action,34,106,27.37,Le dernier chasseur de sorcières,76598,2015
3966,6.7,Animation,44,89,169.7,Hôtel Transylvanie 2,75561,2015
3967,5.7,Action,28,96,22.47,Hitman: Agent 47,74307,2015
3968,7.0,Crime,79,95,3.22,Green Room,72244,2015
3969,6.5,Action,34,117,12.28,Renaissances,72036,2015
3970,7.2,Comedy,72,103,17.47,Dope,70764,2015
3971,6.1,Horror,52,97,52.22,Insidious: Chapitre 3,69160,2015
3972,6.1,Action,50,96,14.43,American Ultra,69037,2015
3973,6.6,Comedy,38,104,32.36,Entourage,67100,2015
3974,6.7,Action,51,96,9.24,Hardcore Henry,66786,2015
3975,7.0,Comedy,49,101,1.98,Demolition,66592,2015
3976,7.1,Biography,55,123,34.53,Seul contre tous,66505,2015
3977,6.4,Drama,47,106,22.33,Projet Almanac,66091,2015
3978,7.3,Drama,73,102,18.7,Opération Eye in the Sky,63343,2015
3979,6.8,Action,38,103,27.29,No Escape,62517,2015
3980,7.1,Drama,33,123,37.43,Chemins croisés,62482,2015
3981,7.5,Biography,60,124,7.86,Dalton Trumbo,62056,2015
3982,6.5,Comedy,56,101,34.02,DUFF: Le faire-valoir,62002,2015
3983,6.3,Adventure,60,103,80.08,Chair de Poule - Le Film,61557,2015
3984,6.7,Comedy,35,101,64.46,Témoin à louer,61513,2015
3985,4.9,Drama,53,99,0.04,Knock Knock,58916,2015
3986,7.3,Comedy,64,124,2.7,Youth,56964,2015
3987,5.5,Action,27,107,7.61,Charlie Mortdecai,55033,2015
3988,7.8,Drama,79,137,0.08,Beasts of No Nation,54294,2015
3989,7.1,Adventure,72,132,0.0,Bone Tomahawk,53382,2015
3990,6.0,Comedy,58,118,87.04,Sisters,53112,2015
3991,6.9,Drama,67,104,17.74,Mr. Holmes,52481,2015
3992,6.5,Crime,41,137,1.21,Enfant 44,51786,2015
3993,5.8,Adventure,36,111,35.09,Pan,50710,2015
3994,6.4,Adventure,58,101,43.04,The Night Before - Secret Party,50081,2015
3995,6.7,Drama,74,100,0.23,The Invitation,49990,2015
3996,7.2,Animation,88,90,3.44,Anomalisa,49167,2015
3997,4.9,Horror,47,93,47.43,Poltergeist,48067,2015
3998,5.3,Action,34,114,28.78,Point Break,48031,2015
3999,5.4,Comedy,40,105,20.99,Welcome Back,47606,2015
4000,6.2,Comedy,49,98,42.59,Krampus,46935,2015
4001,6.3,Crime,50,99,4.72,True Story,45119,2015
4002,5.4,Crime,51,133,7.1,Hacker,45002,2015
4003,5.6,Comedy,60,115,66.01,Magic Mike XXL,44637,2015
4004,6.7,Drama,71,113,1.11,Macbeth,44503,2015
4005,6.6,Comedy,53,95,4.03,L'homme irrationnel,44190,2015
4006,7.8,Animation,70,108,1.34,Le Petit Prince,43050,2015
4007,7.3,Biography,51,109,33.31,La femme au tableau,43040,2015
4008,5.6,Action,40,92,0.0,Joker,42134,2015
4009,6.0,Drama,36,110,5.78,Docteur Frankenstein,41608,2015
4010,5.1,Action,31,87,34.51,Hot Pursuit,41027,2015
4011,6.4,Crime,36,101,0.0,Prémonitions,40251,2015
4012,6.8,Comedy,69,88,0.0,Man Up,39608,2015
4013,6.0,Animation,62,92,162.99,"Bob l'éponge, le film: Un héros sort de l'eau",39227,2015
4014,7.8,Documentary,85,128,8.41,Amy,38775,2015
4015,7.1,Comedy,47,119,2.02,The Dressmaker,38321,2015
4016,7.7,Crime,77,138,0.0,Victoria,38061,2015
4017,7.1,Drama,71,119,12.23,Loin de la foule déchaînée,36953,2015
4018,5.6,Drama,52,95,0.19,Maggie,35802,2015
4019,7.1,Animation,67,88,130.18,Snoopy et les Peanuts: Le film,35601,2015
4020,7.2,Biography,56,108,3.87,L'Homme qui défiait l'infini,35240,2015
4021,6.3,Action,32,93,3.64,Manuel de survie à l'apocalypse zombie,35090,2015
4022,5.3,Horror,32,97,27.74,Sinister 2,35022,2015
4023,7.1,Drama,33,106,0.0,Colonia,34624,2015
4024,6.3,Action,52,95,0.03,Mr. Right,34612,2015
4025,6.2,Action,39,113,0.0,Dark Places,33963,2015
4026,6.9,Western,72,84,0.23,Slow West,33752,2015
4027,7.5,Drama,89,107,1.78,Le fils de Saul,33391,2015
4028,5.2,Horror,31,83,25.8,Lazarus Effect,33226,2015
4029,4.8,Comedy,18,119,0.0,The Ridiculous 6,33197,2015
4030,5.1,Action,32,96,16.03,Le Transporteur: Héritage,33000,2015
4031,5.8,Action,39,115,10.64,Gunman,32876,2015
4032,7.1,Action,57,105,2.68,Ip Man 3,32679,2015
4033,6.2,Action,27,115,0.0,Last Knights,32192,2015
4034,5.1,Comedy,29,93,12.28,Hot Tub Time Machine 2,32027,2015
