,audienceRating,Genre,criticRating,timeMin,grossMillions,Movie,Vote,Year
413,7.1,Comedy,72,84,6.67,Le placard,14915,2001
414,6.6,Comedy,72,97,7.02,La tentation de Jessica,14682,2001
415,5.0,Comedy,21,108,19.69,Hot Summer,13712,2001
416,5.5,Comedy,37,94,32.1,Escrocs,13376,2001
417,4.7,Action,27,104,27.05,D'Artagnan,13252,2001
418,6.6,Horror,70,119,0.05,Kaïro,13128,2001
419,7.6,Comedy,70,89,0.31,Elling,12937,2001
420,7.9,Comedy,68,123,0.62,Le fils de la mariée,12687,2001
421,6.0,Action,25,94,13.26,American Outlaws,12649,2001
422,5.4,Comedy,27,86,10.4,Folles de lui,12423,2001
423,5.6,Comedy,48,81,13.28,Sugar & Spice,12108,2001
424,5.2,Action,31,81,3.29,Pootie Tang,12096,2001
425,7.4,Crime,82,115,1.36,Sur mes lèvres,11860,2001
426,6.9,Drama,59,108,0.3,Intacto,11853,2001
427,4.9,Comedy,21,95,5.52,Trop c'est trop,11799,2001
428,4.6,Comedy,20,86,23.98,Corky Romano,11371,2001
429,7.7,Biography,72,141,6.17,Nowhere in Africa,11253,2001
430,7.7,Documentary,76,91,1.29,Dogtown and Z-Boys,10992,2001
431,8.0,Documentary,82,98,10.76,Le peuple migrateur,10773,2001
432,6.4,Crime,55,130,28.73,Baby Boy,10662,2001
433,6.7,Crime,78,101,8.82,Bleu profond,10173,2001
434,5.8,Comedy,45,95,2.04,Novocaine,9939,2001
435,6.2,Drama,69,119,0.1,Intimité,9925,2001
436,6.4,Drama,48,121,0.67,Charlotte Gray,9538,2001
437,7.1,Drama,58,108,0.52,The Grey Zone,9239,2001
438,5.5,Comedy,42,98,22.77,Super papa,8966,2001
439,7.1,Drama,74,104,3.29,Thirteen Conversations About One Thing,8964,2001
440,7.2,Crime,73,97,1.14,L.I.E. Long Island Expressway,8897,2001
441,6.5,Drama,77,83,0.72,À ma soeur!,8863,2001
442,7.4,Drama,60,100,0.07,Manic,8695,2001
443,6.8,Drama,49,100,0.0,Nabbeun namja,7980,2001
444,5.4,Action,24,94,33.36,Spot,7869,2001
445,6.3,Comedy,56,115,4.01,The Anniversary Party,7629,2001
446,6.6,Animation,43,82,36.7,La Cour de récré: Vive les vacances!,7616,2001
447,5.3,Horror,35,90,7.29,Les vampires du désert,7595,2001
448,3.9,Drama,20,84,3.1,Soul Survivors,7541,2001
449,7.4,Drama,69,106,0.22,Tableau de famille,7473,2001
450,6.3,Comedy,38,94,0.64,Coup de peigne,7211,2001
451,7.3,Comedy,72,109,4.16,Chère Martha,7169,2001
452,7.0,Comedy,65,115,1.05,Juste un baiser,7146,2001
453,6.4,Drama,63,114,3.21,Un parfum de meurtre,7119,2001
454,7.2,Comedy,60,113,0.0,La mélodie du malheur,7085,2001
455,5.4,Drama,21,109,0.03,Le tombeau,6770,2001
456,7.8,Drama,79,94,0.13,Le secret de Baran,6770,2001
457,7.7,Crime,73,146,0.02,Riri Shushu no subete,6754,2001
458,6.9,Comedy,75,91,4.19,Lovely & Amazing,6293,2001
459,5.4,Comedy,40,86,17.29,Max Keeble's Big Move,6239,2001
460,7.7,Drama,73,105,0.06,Avril brisé,6086,2001
461,6.6,Comedy,55,86,0.17,Series 7: The Contenders,5992,2001
462,6.8,Biography,76,85,0.02,Kandahar,5957,2001
463,4.7,Comedy,18,93,10.1,The Wash,5939,2001
464,4.1,Crime,42,96,7.31,Bones,5884,2001
465,7.0,Action,54,102,0.01,Fulltime killer,5878,2001
466,6.5,Comedy,49,108,2.4,Rencontres à Manhattan,5876,2001
467,5.9,Crime,44,105,0.69,The Caveman's Valentine,5835,2001
468,6.0,Horror,40,101,0.01,Trouble Every Day,5828,2001
469,7.5,Drama,91,172,3.79,Atanarjuat - La légende de l'homme rapide,5804,2001
470,5.4,Action,25,88,0.02,Un gentleman en cavale,5723,2001
471,7.8,Drama,72,157,0.01,Le tunnel,5551,2001
472,7.1,Drama,66,121,0.01,Dog Days,5310,2001
473,7.0,Drama,78,109,2.33,Last Orders,5233,2001
474,7.3,Comedy,48,109,0.62,My First Mister,5080,2001
475,6.5,Crime,31,112,0.08,Sans nouvelles de Dieu,4951,2001
476,5.2,Action,29,90,0.62,Texas Rangers: La revanche des justiciers,4948,2001
477,7.3,War,56,112,0.26,Tmavomodrý svet,4941,2001
478,6.1,Comedy,35,90,22.24,Two Can Play That Game,4715,2001
479,6.1,Drama,42,118,0.43,L'affaire du collier,4663,2001
480,7.4,Drama,88,134,0.45,L'emploi du temps,4323,2001
481,4.4,Comedy,34,104,6.72,Potins mondains & amnésies partielles,4307,2001
482,7.0,Comedy,45,90,0.14,The Lost Skeleton of Cadavra,4278,2001
483,6.3,Drama,56,88,0.41,CQ,4270,2001
484,5.9,Drama,44,88,1.1,Le centre du monde,4205,2001
485,6.6,Comedy,46,95,1.01,All Over the Guy,4089,2001
486,7.0,Comedy,50,86,0.01,Miaou!,4004,2001
487,7.0,Drama,67,107,0.3,Me Without You,3997,2001
488,6.8,Comedy,49,104,0.38,"Scotland, Pa.",3989,2001
489,7.3,Drama,61,113,0.16,Beijing Bicycle,3974,2001
490,4.9,Comedy,49,99,0.06,Harvard Story,3905,2001
491,7.0,Comedy,75,103,0.1,La ciénaga,3886,2001
492,6.6,Drama,58,121,0.32,The Safety of Objects,3872,2001
493,7.3,Drama,79,116,0.19,"Et là-bas, quelle heure est-il?",3865,2001
494,6.7,Drama,57,106,1.43,The Man from Elysian Fields,3828,2001
495,4.1,Comedy,34,85,4.36,Ticket for Love,3783,2001
496,6.5,Drama,55,133,0.08,Invincible,3711,2001
497,6.6,Comedy,58,102,4.45,Tortilla Soup,3683,2001
498,6.4,Comedy,36,92,0.25,Who Is Cletis Tout?,3617,2001
499,7.0,Drama,73,119,0.01,Millennium Mambo,3608,2001
500,6.2,Comedy,36,102,0.06,No Such Thing,3538,2001
501,8.0,Documentary,79,96,0.0,War Photographer,3532,2001
502,6.4,Comedy,50,106,27.46,The Brothers,3515,2001
503,6.4,Drama,67,84,1.03,The Business of Strangers,3486,2001
504,6.9,Drama,51,106,0.85,American Rhapsody,3451,2001
505,6.5,Adventure,38,113,4.72,The Other Side of Heaven,3443,2001
506,5.9,Comedy,37,108,1.08,Crush,3371,2001
507,5.0,Horror,63,91,0.1,Wendigo,3371,2001
508,8.7,Adventure,87,179,342.55,Le seigneur des anneaux: Les deux tours,1222581,2002
509,8.1,Biography,76,141,164.62,Arrête-moi si tu peux,625289,2002
510,7.3,Action,73,121,403.71,Spider-Man,593285,2002
511,8.6,Crime,79,130,7.56,La cité de Dieu,588209,2002
512,8.5,Biography,85,150,32.57,Le pianiste,568314,2002
513,6.6,Action,54,142,310.68,Star Wars: Épisode II - L'attaque des clones,522780,2002
514,7.9,Action,68,119,121.66,La mémoire dans la peau,446926,2002
515,7.4,Adventure,63,161,261.99,Harry Potter et la chambre des secrets,439581,2002
516,7.7,Action,80,145,132.07,Minority Report,435649,2002
517,7.6,Animation,60,81,176.39,L'âge de glace,362786,2002
518,7.5,Crime,72,167,77.81,Gangs of New York,344709,2002
519,7.6,Drama,73,113,45.06,28 jours plus tard,323740,2002
520,6.7,Drama,59,106,227.97,Signes,294998,2002
521,6.1,Action,49,88,190.42,Men in Black II,287273,2002
522,7.5,Action,33,107,1.2,Equilibrium,280315,2002
523,7.1,Horror,57,115,129.13,Le cercle: The ring,279014,2002
524,6.8,Action,51,92,25.3,Le transporteur,255453,2002
525,7.2,Drama,78,118,67.36,Insomnia,238201,2002
526,7.1,Crime,56,81,46.57,Phone Game,224204,2002
527,6.8,Crime,65,112,96.4,Panic Room,222831,2002
528,6.7,Action,33,100,40.12,Resident Evil,218338,2002
529,7.2,Crime,60,124,93.15,Dragon rouge,217867,2002
530,7.7,Crime,72,117,104.45,Les sentiers de la perdition,215894,2002
531,7.1,Drama,77,110,116.72,8 Mile,208439,2002
532,7.2,Comedy,82,113,170.69,Chicago,187046,2002
533,6.1,Action,56,133,160.94,Meurs un autre jour,181023,2002
534,7.4,Drama,35,101,41.23,Le temps d'un automne,176608,2002
535,6.2,Action,62,94,213.31,Austin Powers dans Goldmember,173618,2002
536,6.7,Action,52,117,82.35,Blade II,173357,2002
537,7.9,Action,85,107,53.71,Hero,158605,2002
538,5.8,Action,48,124,142.11,xXx,157434,2002
539,7.7,Drama,67,135,13.06,La 25ème heure,157112,2002
540,7.7,Comedy,83,114,22.25,Adaptation.,155325,2002
541,7.1,Comedy,75,101,41.39,Pour un garçon,152193,2002
542,7.2,Animation,73,85,145.79,Lilo & Stitch,133498,2002
543,8.0,Documentary,72,120,21.24,Bowling for Columbine,129463,2002
544,7.3,Comedy,78,95,17.84,Punch-drunk love - Ivre d'amour,120591,2002
545,5.8,Comedy,24,96,126.29,Les aventures de Mister Deeds,119271,2002
546,6.2,Action,39,101,43.06,Le règne du feu,114076,2002
547,7.2,Action,65,138,78.12,Nous étions soldats,112960,2002
548,7.2,Comedy,85,125,65.02,Monsieur Schmidt,112775,2002
549,7.8,Action,61,131,54.23,La vengeance de Monte Cristo,112646,2002
550,5.5,Action,45,92,91.05,Le roi scorpion,112143,2002
551,7.6,Drama,81,110,41.68,The Hours,109480,2002
552,6.6,Comedy,62,95,241.44,Mariage à la grecque,108684,2002
553,5.9,Action,42,96,56.68,La machine à explorer le temps,108656,2002
554,7.1,Crime,30,116,71.76,John Q,107503,2002
555,6.8,Drama,64,96,31.6,Photo obsession,103064,2002
556,8.1,Crime,75,101,0.17,Infernal Affairs,101787,2002
557,7.4,Crime,51,97,0.75,Irréversible,96482,2002
558,6.7,Comedy,66,112,32.54,Joue-la comme Beckham,95146,2002
559,6.4,Comedy,26,92,21.01,American Party,93951,2002
560,6.1,Comedy,42,101,93.35,L'amour sans préavis,92643,2002
561,8.0,Drama,86,112,9.28,Parle avec elle,92376,2002
562,6.4,Action,45,124,118.91,La somme de toutes les peurs,91770,2002
563,6.2,Comedy,45,108,127.22,Fashion victime,89908,2002
564,7.1,Animation,60,95,38.18,La planète au trésor,81311,2002
565,5.5,Horror,28,91,30.11,Le vaisseau de l'angoisse,81307,2002
566,5.5,Comedy,29,104,35.08,Une nana au poil,80152,2002
567,5.0,Adventure,35,86,153.29,Scooby-Doo,79015,2002
568,7.1,Biography,67,113,16.0,Confessions d'un homme dangereux,75303,2002
569,5.9,Comedy,37,96,32.12,Mafia blues 2 - La rechute!,74039,2002
570,5.1,Comedy,45,105,94.01,Coup de foudre à Manhattan,73714,2002
571,7.0,Comedy,63,107,4.06,La secrétaire,72745,2002
572,6.6,Documentary,42,87,64.26,Jackass: Le film,72516,2002
573,6.2,Drama,65,99,14.97,Solaris,71433,2002
574,6.7,Drama,63,124,52.8,Infidèle,68541,2002
575,7.4,Biography,61,123,25.89,Frida,68186,2002
576,5.3,Action,30,98,50.55,Le smoking,67928,2002
577,6.5,Drama,52,119,35.75,La prophétie des ombres,67659,2002
578,5.6,Horror,56,93,21.16,Cabin fever - fièvre noire,66319,2002
579,5.5,Action,33,108,40.08,Dommage collatéral,65206,2002
580,5.6,Comedy,53,96,37.95,40 jours et 40 nuits,64801,2002
581,6.4,Action,51,116,43.25,Star Trek: Nemesis,63259,2002
582,6.5,Drama,69,98,66.82,Dérapages incontrôlés,60874,2002
583,6.0,Action,51,134,40.91,Windtalkers - Les messagers du vent,59370,2002
584,5.5,Action,32,95,38.08,Showtime,55121,2002
585,6.1,Comedy,49,117,9.68,Simone,54342,2002
586,6.7,Drama,58,138,35.17,K-19: Le piège des profondeurs,52527,2002
587,7.7,Action,56,129,0.05,Sympathy for Mr. Vengeance,51414,2002
588,7.1,Animation,52,83,73.28,Spirit: L'étalon des plaines,51202,2002
589,5.1,Action,66,100,85.85,Spy kids 2: Espions en herbe,49792,2002
590,5.1,Comedy,32,88,24.72,Allumeuses!,49127,2002
591,5.3,Drama,30,101,30.34,La reine des damnés,46769,2002
592,5.4,Action,53,99,17.32,"Arac Attack, les monstres à huit pattes",46761,2002
593,6.1,Crime,50,115,31.87,Calculs meurtriers,46595,2002
594,6.3,Drama,49,125,19.08,Mission évasion,46255,2002
595,6.7,Comedy,50,110,6.53,Les lois de l'attraction,46151,2002
596,5.4,Action,35,97,33.11,Espion et demi,44179,2002
597,6.2,Comedy,48,82,41.03,Orange County,43217,2002
598,5.6,Action,37,116,30.16,Bad Company,41548,2002
599,5.4,Animation,66,77,64.96,Stuart Little 2,41109,2002
600,7.2,Comedy,57,92,2.0,Bubba Ho-Tep,40986,2002
601,6.5,Drama,71,93,14.02,The Good Girl,39842,2002
602,6.2,Action,14,81,16.03,Kung Pow: Enter the Fist,39835,2002
603,5.6,Comedy,48,104,139.24,Hyper Noël,39726,2002
604,7.4,Drama,84,107,15.85,Loin du paradis,38829,2002
605,7.8,Drama,76,105,15.54,In America,37915,2002
606,7.9,Crime,82,109,0.18,Lilya 4-ever,37861,2002
607,6.4,Action,64,110,26.2,Créance de sang,36945,2002
608,7.4,Crime,78,97,8.11,Dirty Pretty Things - Loin de chez eux,36849,2002
609,7.3,Comedy,65,122,3.9,L'auberge espagnole,36190,2002
610,7.6,Drama,80,101,20.78,Paï,36021,2002
611,6.4,Comedy,38,109,8.36,"Crève Smoochy, crève",35993,2002
612,7.2,Crime,70,105,10.46,Narc,35555,2002
613,3.4,Comedy,27,93,37.19,Crossroads,35463,2002
614,6.7,Horror,48,92,0.33,Ju-on: The grudge,34720,2002
615,6.8,Comedy,41,101,0.41,Spun,33603,2002
616,6.1,Drama,25,104,30.06,Apparitions,33364,2002
617,5.7,Crime,25,115,40.01,Plus jamais,33329,2002
618,6.3,Crime,48,115,41.54,Crimes et pouvoir,33036,2002
619,6.8,Drama,83,98,1.64,Spider,31983,2002
620,5.4,Adventure,36,88,47.81,Méchant menteur,30836,2002
621,5.8,Action,69,86,38.23,Opération funky,30753,2002
622,5.9,Comedy,24,88,28.97,Le nouveau,30233,2002
623,6.3,Crime,59,114,6.59,Femme fatale,30201,2002
624,7.0,Comedy,72,98,4.68,Igby,30049,2002
625,5.7,Comedy,63,118,56.4,Drumline,29837,2002
626,6.5,Adventure,49,132,18.31,Frères du désert,29723,2002
627,4.1,Comedy,19,94,30.35,Halloween: Résurrection,29706,2002
628,6.7,Drama,58,93,0.15,May,28788,2002
629,7.4,Biography,85,117,1.13,24 Hour Party People,28766,2002
630,7.3,Biography,62,120,21.08,Antwone Fisher,28626,2002
631,7.0,Drama,72,127,75.6,Rêve de champion,28303,2002
632,4.9,Comedy,18,94,8.59,Boat Trip,28049,2002
633,7.2,Crime,41,103,0.76,Salton Sea,27683,2002
634,5.6,Drama,61,104,40.39,Blue Crush,27354,2002
635,7.2,Drama,61,109,16.35,Laurier blanc,26941,2002
636,6.7,Drama,66,99,0.5,The Eye,25933,2002
637,7.1,Comedy,64,111,3.08,8 femmes,25371,2002
638,7.1,Drama,84,101,12.99,Un Américain bien tranquille,24941,2002
639,6.2,Action,58,94,12.4,Un seul deviendra invincible,24828,2002
640,7.5,Adventure,80,94,6.17,Le chemin de la liberté,24735,2002
641,6.3,Comedy,66,102,75.78,Barbershop,24710,2002
642,7.8,Drama,83,114,4.89,The Magdalene Sisters,23546,2002
643,6.6,Comedy,46,112,4.84,Hollywood Ending,23293,2002
644,3.0,Action,14,98,18.99,Rollerball,23126,2002
645,6.1,Crime,50,108,22.43,Père et flic,22309,2002
646,5.1,Adventure,29,99,81.17,Chiens des neiges,21950,2002
647,5.8,Comedy,35,85,32.98,Friday After Next,21550,2002
648,7.1,Crime,68,97,0.77,Heaven,21406,2002
649,3.8,Comedy,12,95,4.42,Pluto Nash,21382,2002
650,7.7,Drama,90,107,0.77,Bloody Sunday,21012,2002
651,6.2,Action,42,106,0.06,Mauvais piège,20822,2002
652,5.8,Comedy,31,103,14.45,7 jours et une vie,20765,2002
653,6.9,Comedy,60,97,8.38,L'importance d'être constant,20056,2002
654,8.1,Drama,82,129,0.0,Le samouraï du crépuscule,19316,2002
655,5.3,Animation,23,76,23.44,Les 8 folles nuits d'Adam Sandler,19240,2002
656,3.3,Adventure,12,80,40.36,The Master of Disguise,19142,2002
657,6.7,Drama,66,90,19.16,Tuck Everlasting,19127,2002
658,7.7,Comedy,84,97,0.92,L'homme sans passé,19004,2002
659,6.2,Horror,55,105,0.61,Abîmes,18962,2002
660,6.6,Action,57,118,9.06,Dark Blue,18334,2002
661,6.5,Comedy,47,85,7.26,Big Trouble,18250,2002
662,3.3,Crime,16,101,13.21,Terreur.point.com,17932,2002
663,5.4,Horror,15,88,22.16,Darkness,17487,2002
664,3.6,Action,19,91,14.29,Ballistic,17386,2002
665,5.0,Drama,29,85,28.56,Swimfan - La fille de la piscine,17201,2002
666,7.2,Romance,63,92,1.01,À la folie... pas du tout,17075,2002
667,5.2,Comedy,47,99,51.43,Magic Baskets,16327,2002
668,6.0,Drama,48,116,69.6,Les divins secrets,16239,2002
669,6.2,Adventure,54,103,0.24,Gerry,16043,2002
670,7.0,Comedy,75,106,1.27,Roger Dodger,15874,2002
671,7.4,Drama,86,99,0.04,L'arche russe,15839,2002
672,6.9,Drama,49,109,14.06,Le club des empereurs,15187,2002
673,5.3,Comedy,18,99,16.93,Au service de Sara,15138,2002
674,5.8,Animation,49,72,48.43,Peter Pan dans Retour au pays imaginaire,14893,2002
675,7.7,Drama,84,110,0.1,Uzak,14271,2002
676,7.7,Drama,71,114,0.0,Dolls,14163,2002
677,5.4,Comedy,47,94,3.03,Le gourou et les femmes,14001,2002
678,3.6,Comedy,18,89,0.01,À la dérive,13845,2002
679,6.4,Drama,61,103,3.66,Laurel Canyon,13702,2002
680,5.6,Comedy,48,98,30.31,Sex fans des sixties,13122,2002
681,6.4,Comedy,61,86,0.33,Bienvenue à Collinwood,13023,2002
682,4.6,Action,23,98,15.36,Mission Alcatraz,12931,2002
683,5.3,Comedy,12,86,4.81,Slackers,12870,2002
684,5.3,Animation,69,85,40.11,"La famille Delajungle, le film",12821,2002
685,5.4,Comedy,25,93,10.2,Sorority Boys,12566,2002
686,6.7,Drama,59,117,6.84,Moonlight Mile,12521,2002
687,7.1,Comedy,69,104,1.78,The Dangerous Lives of Altar Boys,12390,2002
688,5.2,Action,40,94,36.99,Top chronos,12028,2002
689,6.4,Drama,52,102,10.1,Possession,12025,2002
690,7.3,Biography,57,132,0.27,Amen,11930,2002
691,6.6,Biography,66,105,2.06,Auto Focus,11845,2002
692,6.8,Drama,60,118,5.71,Le crime du père Amaro,11628,2002
693,5.1,Comedy,25,85,13.97,Stealing Harvard,11547,2002
694,7.5,Crime,86,106,0.03,Sweet Sixteen,11517,2002
695,4.8,Horror,31,89,12.84,Le peuple des ténèbres,11402,2002
696,7.6,Documentary,80,97,5.73,Spellbound,11340,2002
697,7.7,Comedy,64,113,0.15,Les lundis au soleil,10935,2002
698,6.6,Drama,62,115,1.55,Ararat,10790,2002
699,6.5,Action,36,116,0.07,Ritânâ,10557,2002
700,5.8,Action,34,95,25.48,Chasseurs de Primes,10384,2002
701,5.5,Crime,53,100,0.12,Influences,10278,2002
702,7.2,Adventure,71,132,1.59,Nicholas Nickleby,10070,2002
703,7.4,Documentary,74,93,0.73,Lost in La Mancha,9985,2002
704,6.6,Action,68,109,3.52,L'homme de la Riviera,9321,2002
705,4.8,Mystery,55,104,5.35,La vérité sur Charlie,8966,2002
706,4.7,Comedy,45,101,2.51,Full Frontal,8939,2002
707,7.0,Comedy,36,99,0.56,Poolhall Junkies,8903,2002
708,7.6,Drama,72,128,0.12,All or Nothing,8690,2002
709,7.6,Drama,77,113,0.12,Open Hearts,8518,2002
710,6.5,Animation,65,73,11.41,"Les supers nanas - The powerpuff girls, le film",8298,2002
711,4.9,Drama,36,99,10.73,Abandon,8290,2002
712,7.1,Action,49,97,3.04,Paid in Full,8289,2002
713,7.2,Crime,67,101,3.8,Better Luck Tomorrow,8250,2002
714,5.6,Biography,63,101,0.14,Dahmer,8033,2002
715,6.3,Comedy,46,113,0.31,Pumpkin,7828,2002
716,7.7,Drama,86,99,0.07,Le fils,7694,2002
717,6.8,Drama,78,97,0.27,Le voyage de Morvern Callar,7389,2002
718,6.9,Comedy,69,111,0.23,Wilbur,7132,2002
719,7.9,Documentary,83,150,0.22,Ônibus 174,7131,2002
720,7.9,Documentary,87,104,0.78,Être et avoir,6973,2002
721,4.2,Comedy,11,108,3.68,Pinocchio,6840,2002
722,6.0,Crime,38,90,17.5,Empire,6756,2002
723,6.7,Action,66,111,0.08,So Close,6659,2002
724,7.0,Comedy,58,90,0.21,Love Liza,6611,2002
725,7.9,Drama,69,99,0.24,Le coucou,6573,2002
726,6.5,Romance,58,109,27.36,Brown Sugar,6532,2002
727,6.6,Drama,56,106,0.53,Max,6519,2002
728,5.6,Action,16,96,6.04,Deuces Wild,6441,2002
729,7.4,Documentary,75,93,1.43,The Kid Stays in the Picture,6353,2002
730,7.3,Crime,75,90,2.54,L'homme du train,6323,2002
731,5.9,Biography,37,99,0.01,Ted Bundy,6288,2002
732,7.0,Comedy,71,90,5.84,Ana,6281,2002
733,8.0,Drama,79,133,0.0,Oasis,6025,2002
734,6.8,Comedy,48,91,0.07,Dummy,6013,2002
735,7.2,Drama,70,65,0.0,Yossi & Jagger,5996,2002
736,7.0,Crime,64,132,2.38,Dancer Upstairs,5884,2002
737,5.4,Action,50,90,28.4,Traqueur de croco en mission périlleuse,5876,2002
738,7.5,Drama,86,94,0.11,Ten,5804,2002
739,7.0,Drama,55,94,1.48,Evelyn,5691,2002
740,7.0,Documentary,62,82,2.74,Comedian,5565,2002
741,4.5,Comedy,24,91,13.57,Juwanna Mann,5539,2002
742,6.2,Comedy,53,91,0.54,Décalage horaire,5292,2002
743,6.6,Crime,49,112,0.26,The Reckoning,5230,2002
744,5.9,Animation,47,76,13.68,Hé Arnold! Le film,5212,2002
745,5.5,Comedy,28,91,0.27,Une chambre pour quatre,5152,2002
746,7.0,Drama,61,134,0.0,11'09''01 - September 11,5055,2002
747,5.1,Comedy,44,92,0.0,"Slap Her, She's French!",5009,2002
748,4.5,Action,17,93,4.84,The Extremists,4977,2002
749,7.2,Drama,83,88,2.07,Long Way Home,4908,2002
750,6.6,Comedy,47,114,0.0,El otro lado de la cama,4767,2002
751,6.7,Documentary,59,89,0.13,Naqoyqatsi,4585,2002
752,6.0,Crime,57,116,0.04,City of Ghosts,4541,2002
753,7.5,Comedy,76,92,0.1,Historias mínimas,4433,2002
754,6.3,Drama,68,93,0.03,Dans ma peau,4320,2002
755,8.0,Drama,50,120,0.0,Mr. and Mrs. Iyer,4279,2002
756,7.8,Drama,63,80,0.44,Jiburo,4234,2002
757,7.0,Drama,65,95,1.07,Respiro,4200,2002
758,4.0,Comedy,37,88,16.99,The Country Bears,4177,2002
759,5.8,Thriller,64,129,0.23,Demonlover,4033,2002
760,6.2,Animation,27,80,0.75,Pokémon 5: Les héros Pokemon,4022,2002
761,7.4,Drama,60,116,0.6,L'enfant au violon,4007,2002
762,6.1,Comedy,55,115,0.1,Choses secrètes,3956,2002
763,7.3,Biography,65,110,0.67,Balzac et la petite tailleuse chinoise,3953,2002
764,7.7,Comedy,52,86,0.28,Valentín,3883,2002
765,6.9,Documentary,63,108,0.09,Biggie & Tupac,3867,2002
766,6.6,Action,41,150,1.0,Kaante,3852,2002
767,7.4,Drama,75,88,0.0,In This World,3849,2002
768,6.2,Comedy,56,104,0.17,Once Upon a Time in the Midlands,3741,2002
769,9.0,Documentary,80,235,0.0,The Century of the Self,3680,2002
770,6.4,Action,51,124,0.0,800 balles,3666,2002
771,5.7,Crime,31,110,0.02,Sonny,3656,2002
772,6.3,Action,36,95,0.0,Shottas,3591,2002
773,8.9,Adventure,94,201,377.85,Le seigneur des anneaux: Le retour du roi,1350668,2003
774,8.0,Action,63,143,305.41,Pirates des Caraïbes - La malédiction du Black Pearl,897622,2003
775,8.1,Action,69,111,70.1,Kill Bill: Volume I,819360,2003
776,8.1,Animation,90,100,380.84,Le monde de Nemo,783468,2003
777,7.2,Action,62,138,281.49,Matrix Reloaded,450789,2003
778,7.5,Action,68,134,214.95,X-Men 2,446153,2003
779,8.4,Action,74,120,0.71,Old Boy,407843,2003
780,6.7,Action,47,129,139.31,Matrix Revolutions,390863,2003
781,8.0,Adventure,58,125,66.26,Big Fish,372391,2003
782,8.0,Crime,84,138,90.14,Mystic River,365281,2003
783,7.7,Comedy,55,135,59.7,Love Actually,352502,2003
784,7.8,Drama,89,102,44.59,Lost in Translation,349423,2003
785,7.7,Action,55,154,111.11,Le dernier samouraï,344088,2003
786,6.3,Action,66,109,150.37,Terminator 3 - Le soulèvement des machines,329074,2003
787,6.7,Comedy,46,101,242.83,Bruce tout-puissant,323153,2003
788,7.0,Action,68,111,106.13,Braquage à l'italienne,305358,2003
789,7.0,Action,42,121,51.97,Underworld,227392,2003
790,7.1,Comedy,82,108,81.26,Rock academy,226521,2003
791,5.7,Action,54,138,132.18,Hulk,226250,2003
792,5.9,Action,38,107,127.15,2 Fast 2 Furious,213810,2003
793,7.7,Crime,70,124,16.25,21 grammes,202199,2003
794,7.2,Comedy,54,88,75.59,Retour à la fac,195080,2003
795,7.3,Mystery,64,90,52.16,Identity,194571,2003
